"from","to","strength","direction","in_final_dag"
"bc_hematocrit","bc_hemoglobin",1,0.516483516483517,TRUE
"bc_neutrophil_count","bc_wbc",1,0.527472527472527,TRUE
"chem_ast","chem_alt",1,0.502497502497502,TRUE
"lip_cholesterol_ldl","lip_cholesterol_total",1,0.504495504495505,TRUE
"l2_progenitor_cell","l1_progenitor_cell_alr",1,0.514485514485514,TRUE
"l3_asdc","l2_asdc_alr",1,0.503496503496504,TRUE
"l3_cd56bright_nk_cell","l2_cd56bright_nk_cell_alr",1,0.574425574425574,TRUE
"l3_dn_t_cell","l2_dn_t_cell_alr",1,0.596403596403596,TRUE
"l3_ilc","l1_ilc_alr",1,0.513486513486513,TRUE
"l3_proliferating_t_cell","l2_proliferating_t_cell_alr",1,0.689310689310689,TRUE
"pb_cd14_cdc2_ifn_gamma","pb_cd14_cdc2_ifn_alpha",1,0.53046953046953,TRUE
"pb_cd56bright_nk_cell_ifn_alpha","pb_cd56bright_nk_cell_ifn_gamma",1,0.514485514485514,TRUE
"pb_cd8_mait_ifn_alpha","pb_cd8_mait_ifn_gamma",1,0.528471528471529,TRUE
"pb_cm_cd4_t_cell_ifn_alpha","pb_cm_cd4_t_cell_ifn_gamma",1,0.508491508491508,TRUE
"pb_cm_cd8_t_cell_ifn_alpha","pb_cm_cd8_t_cell_ifn_gamma",1,0.606393606393606,TRUE
"pb_core_cd14_monocyte_ifn_alpha","pb_core_cd14_monocyte_ifn_gamma",1,0.504495504495505,TRUE
"pb_core_cd14_monocyte_il2_stat5","pb_isg_cd14_monocyte_il2_stat5",1,0.687312687312687,TRUE
"pb_core_cd14_monocyte_il6_jak_stat3","pb_isg_cd14_monocyte_il6_jak_stat3",1,0.758741258741259,TRUE
"pb_core_cd16_monocyte_ifn_gamma","pb_core_cd16_monocyte_ifn_alpha",1,0.507492507492508,TRUE
"pb_core_naive_b_cell_ifn_alpha","pb_core_naive_b_cell_ifn_gamma",1,0.502497502497502,TRUE
"pb_gzmk_cd56dim_nk_cell_ifn_alpha","pb_gzmk_cd56dim_nk_cell_ifn_gamma",1,0.536463536463537,TRUE
"pb_gzmk_vd2_gdt_ifn_gamma","pb_gzmk_vd2_gdt_ifn_alpha",1,0.517482517482518,TRUE
"pb_hla_drhi_cdc2_ifn_gamma","pb_hla_drhi_cdc2_ifn_alpha",1,0.543456543456543,TRUE
"pb_intermediate_monocyte_ifn_gamma","pb_intermediate_monocyte_ifn_alpha",1,0.513486513486514,TRUE
"pb_isg_cd14_monocyte_ifn_gamma","pb_isg_cd14_monocyte_ifn_alpha",1,0.511488511488512,TRUE
"pb_isg_cd14_monocyte_tnfa_nfkb","pb_core_cd14_monocyte_tnfa_nfkb",1,0.51048951048951,TRUE
"pb_isg_memory_cd4_t_cell_ifn_gamma","pb_isg_memory_cd4_t_cell_ifn_alpha",1,0.513986013986014,TRUE
"pb_klrb1_memory_cd4_treg_ifn_alpha","pb_klrb1_memory_cd4_treg_ifn_gamma",1,0.504495504495505,TRUE
"pb_klrf1_gzmb_cd27_em_cd8_t_cell_ifn_gamma","pb_klrf1_gzmb_cd27_em_cd8_t_cell_ifn_alpha",1,0.526973026973027,TRUE
"pb_memory_cd4_treg_ifn_gamma","pb_memory_cd4_treg_ifn_alpha",1,0.514485514485514,TRUE
"pb_naive_cd4_treg_ifn_gamma","pb_naive_cd4_treg_ifn_alpha",1,0.505494505494506,TRUE
"pb_pdc_ifn_alpha","pb_pdc_ifn_gamma",1,0.513486513486513,TRUE
"wb_g2_m_checkpoint","wb_e2f_targets",1,0.510489510489511,TRUE
"l2_memory_b_cell_alr","l2_effector_b_cell_alr",1,0.505494505494506,TRUE
"l2_plasma_cell_alr","l3_plasma_cell",1,0.508491508491508,TRUE
"l2_transitional_b_cell_alr","l3_transitional_b_cell",1,0.791208791208791,TRUE
"l2_cdc1_alr","l3_cdc1",1,0.516483516483517,TRUE
"l2_pdc_alr","l3_pdc",1,0.507492507492507,TRUE
"l2_intermediate_monocyte_alr","l3_intermediate_monocyte",1,0.521478521478522,TRUE
"l2_cd8aa_alr","l3_cd8aa",1,0.525474525474525,TRUE
"l3_naive_vd1_gdt_alr","l3_sox4_vd1_gdt_alr",1,0.53046953046953,TRUE
"l1_b_cell_alr","l3_transitional_b_cell",1,0.73026973026973,TRUE
"l1_erythrocyte_alr","l2_erythrocyte",1,0.835164835164835,TRUE
"l1_erythrocyte_alr","l3_erythrocyte",1,0.504495504495505,TRUE
"l1_ilc_alr","l2_ilc",1,0.845154845154845,TRUE
"l1_platelet_alr","l2_platelet",1,0.818181818181818,TRUE
"l1_platelet_alr","l3_platelet",1,0.516483516483516,TRUE
"pb_core_cd14_monocyte_inflammatory","pb_isg_cd14_monocyte_inflammatory",0.999000999000999,0.653909470810879,TRUE
"pb_core_naive_cd4_t_cell_inflammatory","pb_core_naive_cd4_t_cell_il6_jak_stat3",0.999000999000999,0.54902843635238,TRUE
"pb_transitional_b_cell_ifn_gamma","pb_transitional_b_cell_ifn_alpha",0.999000999000999,0.68198702705745,TRUE
"wb_estrogen_response_early","wb_estrogen_response_late",0.999000999000999,0.522491592914128,TRUE
"l3_sox4_naive_cd4_t_cell_alr","l3_sox4_naive_cd8_t_cell_alr",0.999000999000999,0.969002828157758,TRUE
"wb_interferon_alpha_response","wb_interferon_gamma_response",0.998001998001998,0.667585935191569,TRUE
"cmv","l3_klrf1_gzmb_cd27_memory_cd4_t_cell_alr",0.998001998001998,1,TRUE
"l2_memory_cd4_t_cell_alr","l2_treg_alr",0.997002997002997,0.510673473963855,TRUE
"pb_pdc_il2_stat5","pb_pdc_il6_jak_stat3",0.996003996003996,0.548718886747056,TRUE
"bc_monocyte_count","bc_wbc",0.995004995004995,0.668742355436991,TRUE
"pb_core_naive_cd4_t_cell_tnfa_nfkb","pb_core_naive_cd8_t_cell_tnfa_nfkb",0.995004995004995,0.55830540925282,TRUE
"pb_core_naive_cd8_t_cell_ifn_gamma","pb_core_naive_cd4_t_cell_ifn_gamma",0.991008991008991,0.526137339265042,TRUE
"l3_isg_cd14_monocyte_alr","l3_isg_cd16_monocyte_alr",0.99000999000999,0.588478813711274,TRUE
"l1_monocyte_alr","l1_dc_alr",0.987012987012987,0.557770020648054,TRUE
"wb_g2_m_checkpoint","wb_mitotic_spindle",0.985014985014985,0.813463602165059,TRUE
"bc_hematocrit","bc_red_blood_cell_count",0.984015984015984,0.750296612501758,TRUE
"pb_core_naive_cd8_t_cell_ifn_alpha","pb_core_naive_cd4_t_cell_ifn_alpha",0.981018981018981,0.530239526587829,TRUE
"bc_monocyte_count","bc_neutrophil_count",0.981018981018981,0.694415640698473,TRUE
"pb_core_memory_b_cell_ifn_gamma","pb_core_memory_b_cell_ifn_alpha",0.981018981018981,0.647496920985059,TRUE
"pb_cm_cd4_t_cell_ifn_alpha","pb_gzmb_cd27_em_cd4_t_cell_ifn_alpha",0.976023976023976,0.804379120803121,TRUE
"chem_albumin","chem_calcium",0.975024975024975,0.534738030338817,TRUE
"pb_core_naive_cd8_t_cell_ifn_gamma","pb_core_naive_cd8_t_cell_ifn_alpha",0.97002997002997,0.511185705314694,TRUE
"pb_gzmb_cd27_em_cd4_t_cell_ifn_alpha","pb_gzmb_cd27_em_cd4_t_cell_ifn_gamma",0.96003996003996,0.64112359434952,TRUE
"VEGFA","IL7",0.959040959040959,0.544008327638416,TRUE
"l1_nk_cell_alr","l2_cd56bright_nk_cell_alr",0.958041958041958,0.705258215726312,TRUE
"l3_isg_cd14_monocyte_alr","l3_isg_cdc2_alr",0.955044955044955,0.930966870375712,TRUE
"l2_memory_cd8_t_cell_alr","l2_proliferating_t_cell_alr",0.954045954045954,0.804020938002345,TRUE
"pb_core_naive_cd4_t_cell_il2_stat5","pb_core_naive_cd8_t_cell_il2_stat5",0.951048951048951,0.601049272875584,TRUE
"wb_epithelial_mesenchymal_transition","wb_uv_response_dn",0.949050949050949,0.838670850694868,TRUE
"pb_cm_cd4_t_cell_il2_stat5","pb_gzmb_cd27_em_cd4_t_cell_il2_stat5",0.948051948051948,0.780786960092962,TRUE
"wb_hypoxia","wb_protein_secretion",0.946053946053946,0.738880555915455,TRUE
"l2_memory_b_cell_alr","l3_transitional_b_cell",0.942057942057942,0.855001366324076,TRUE
"lip_triglycerides","lip_cholesterol_hdl",0.94005994005994,0.559908265515459,TRUE
"pb_cd14_cdc2_tnfa_nfkb","pb_cd14_cdc2_inflammatory",0.939060939060939,0.790398772845971,TRUE
"pb_hla_drhi_cdc2_tnfa_nfkb","pb_cd14_cdc2_tnfa_nfkb",0.935064935064935,0.604594557041026,TRUE
"pb_cm_cd4_t_cell_tnfa_nfkb","pb_gzmb_cd27_em_cd4_t_cell_tnfa_nfkb",0.932067932067932,0.786913812487854,TRUE
"pb_gzmk_cd56dim_nk_cell_ifn_gamma","pb_gzmk_cd56dim_nk_cell_il2_stat5",0.929070929070929,0.595382414176537,TRUE
"pb_core_naive_b_cell_tnfa_nfkb","pb_core_memory_b_cell_tnfa_nfkb",0.926073926073926,0.581359107803909,TRUE
"l3_cd95_memory_b_cell_alr","l3_type_2_polarized_memory_b_cell_alr",0.926073926073926,0.554179542986043,TRUE
"chem_globin","chem_protein",0.925074925074925,0.59481536380833,TRUE
"CXCL10","CXCL9",0.922077922077922,0.572926749057665,TRUE
"l2_proliferating_nk_cell_alr","l3_proliferating_nk_cell",0.921078921078921,0.501342386751641,TRUE
"l3_isg_cd14_monocyte_alr","l3_isg_memory_cd4_t_cell_alr",0.92007992007992,0.736947165611103,TRUE
"pb_core_memory_b_cell_il2_stat5","pb_core_memory_b_cell_il6_jak_stat3",0.918081918081918,0.779310507530709,TRUE
"bc_rdw","bc_red_blood_cell_count",0.914085914085914,0.793844444342106,TRUE
"lip_cholesterol_hdl","lip_cholesterol_total",0.914085914085914,0.640927191989162,TRUE
"pb_gzmk_cd56dim_nk_cell_inflammatory","pb_gzmk_cd56dim_nk_cell_il2_stat5",0.91008991008991,0.509160593480536,TRUE
"pb_gzmk_cd56dim_nk_cell_tnfa_nfkb","pb_klrf1_gzmb_cd27_em_cd8_t_cell_tnfa_nfkb",0.91008991008991,0.687169470586581,TRUE
"l3_klrf1_effector_vd1_gdt_alt_alr","l3_klrf1_effector_vd1_gdt_alr",0.909090909090909,0.672299331910893,TRUE
"pb_core_naive_cd4_t_cell_ifn_gamma","pb_core_naive_cd4_t_cell_ifn_alpha",0.899100899100899,0.57596567066393,TRUE
"l1_dc_alr","l3_pdc",0.895104895104895,0.849474019405546,TRUE
"pb_gzmk_vd2_gdt_tnfa_nfkb","pb_cm_cd8_t_cell_tnfa_nfkb",0.894105894105894,0.556644859455992,TRUE
"sex","LEP",0.893106893106893,1,TRUE
"wb_epithelial_mesenchymal_transition","wb_apical_junction",0.892107892107892,0.611169770199478,TRUE
"l1_monocyte_alr","bc_lymphocyte_count",0.889110889110889,0.708831342381413,TRUE
"wb_kras_signaling_up","wb_inflammatory_response",0.886113886113886,0.569918551116166,TRUE
"pb_core_naive_b_cell_tnfa_nfkb","pb_transitional_b_cell_tnfa_nfkb",0.886113886113886,0.891502435064152,TRUE
"pb_core_naive_b_cell_il6_jak_stat3","pb_core_naive_b_cell_inflammatory",0.882117882117882,0.500350473376541,TRUE
"sex","chem_creatinine",0.881118881118881,1,TRUE
"wb_myc_targets_v1","wb_dna_repair",0.877122877122877,0.742691144004107,TRUE
"pb_core_cd14_monocyte_tnfa_nfkb","pb_intermediate_monocyte_tnfa_nfkb",0.874125874125874,0.812769572411898,TRUE
"l1_monocyte_alr","l3_intermediate_monocyte",0.871128871128871,0.919487682082688,TRUE
"pb_core_cd14_monocyte_il2_stat5","pb_intermediate_monocyte_il2_stat5",0.864135864135864,0.974372529921219,TRUE
"l1_nk_cell_alr","l3_proliferating_nk_cell",0.863136863136863,0.738788604764583,TRUE
"pb_gzmk_cd56dim_nk_cell_inflammatory","pb_gzmk_cd56dim_nk_cell_il6_jak_stat3",0.862137862137862,0.624366273604303,TRUE
"l2_cd16_monocyte_alr","l2_intermediate_monocyte_alr",0.862137862137862,0.923896163051718,TRUE
"TNFRSF1B","HAVCR2",0.859140859140859,0.647127216863406,TRUE
"wb_apoptosis","wb_cholesterol_homeostasis",0.858141858141858,0.752988987211367,TRUE
"l1_monocyte_alr","bc_monocyte_count",0.853146853146853,0.645884218068545,TRUE
"pb_core_cd16_monocyte_tnfa_nfkb","pb_core_cd16_monocyte_inflammatory",0.853146853146853,0.826708943568406,TRUE
"TNFRSF1B","TNFRSF1A",0.852147852147852,0.546578049836626,TRUE
"wb_coagulation","wb_complement",0.846153846153846,0.617403075360579,TRUE
"l3_isg_naive_cd4_t_cell_alr","l3_isg_naive_cd8_t_cell_alr",0.842157842157842,0.970684917946828,TRUE
"pb_klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory","pb_klrf1_gzmb_cd27_em_cd8_t_cell_il2_stat5",0.841158841158841,0.618319363034366,TRUE
"pb_core_naive_b_cell_ifn_gamma","pb_core_memory_b_cell_ifn_gamma",0.84015984015984,0.712463921804075,TRUE
"bc_lymphocyte_count","bc_wbc",0.839160839160839,0.765779654310925,TRUE
"l1_nk_cell_alr","l3_gzmk_cd56dim_nk_cell_alr",0.835164835164835,0.695919778034941,TRUE
"l3_sox4_naive_cd4_t_cell_alr","l2_naive_cd8_t_cell_alr",0.832167832167832,0.864131600694314,TRUE
"GZMA","LAG3",0.831168831168831,0.554206721344645,TRUE
"bc_hemoglobin","bc_hematocrit",1,0.483516483516484,FALSE
"bc_wbc","bc_neutrophil_count",1,0.472527472527473,FALSE
"chem_alt","chem_ast",1,0.497502497502497,FALSE
"lip_cholesterol_total","lip_cholesterol_ldl",1,0.495504495504495,FALSE
"l2_erythrocyte","l1_erythrocyte_alr",1,0.164835164835165,FALSE
"l2_ilc","l1_ilc_alr",1,0.154845154845155,FALSE
"l2_platelet","l1_platelet_alr",1,0.181818181818182,FALSE
"l3_cd8aa","l2_cd8aa_alr",1,0.474525474525475,FALSE
"l3_cdc1","l2_cdc1_alr",1,0.483516483516484,FALSE
"l3_erythrocyte","l1_erythrocyte_alr",1,0.495504495504496,FALSE
"l3_intermediate_monocyte","l2_intermediate_monocyte_alr",1,0.478521478521479,FALSE
"l3_pdc","l2_pdc_alr",1,0.492507492507493,FALSE
"l3_plasma_cell","l2_plasma_cell_alr",1,0.491508491508491,FALSE
"l3_platelet","l1_platelet_alr",1,0.483516483516484,FALSE
"l3_transitional_b_cell","l2_transitional_b_cell_alr",1,0.208791208791209,FALSE
"l3_transitional_b_cell","l1_b_cell_alr",1,0.26973026973027,FALSE
"pb_cd14_cdc2_ifn_alpha","pb_cd14_cdc2_ifn_gamma",1,0.46953046953047,FALSE
"pb_cd56bright_nk_cell_ifn_gamma","pb_cd56bright_nk_cell_ifn_alpha",1,0.485514485514486,FALSE
"pb_cd8_mait_ifn_gamma","pb_cd8_mait_ifn_alpha",1,0.471528471528471,FALSE
"pb_cm_cd4_t_cell_ifn_gamma","pb_cm_cd4_t_cell_ifn_alpha",1,0.491508491508492,FALSE
"pb_cm_cd8_t_cell_ifn_gamma","pb_cm_cd8_t_cell_ifn_alpha",1,0.393606393606394,FALSE
"pb_core_cd14_monocyte_ifn_gamma","pb_core_cd14_monocyte_ifn_alpha",1,0.495504495504496,FALSE
"pb_core_cd14_monocyte_tnfa_nfkb","pb_isg_cd14_monocyte_tnfa_nfkb",1,0.48951048951049,FALSE
"pb_core_cd16_monocyte_ifn_alpha","pb_core_cd16_monocyte_ifn_gamma",1,0.492507492507492,FALSE
"pb_core_naive_b_cell_ifn_gamma","pb_core_naive_b_cell_ifn_alpha",1,0.497502497502498,FALSE
"pb_gzmk_cd56dim_nk_cell_ifn_gamma","pb_gzmk_cd56dim_nk_cell_ifn_alpha",1,0.463536463536464,FALSE
"pb_gzmk_vd2_gdt_ifn_alpha","pb_gzmk_vd2_gdt_ifn_gamma",1,0.482517482517483,FALSE
"pb_hla_drhi_cdc2_ifn_alpha","pb_hla_drhi_cdc2_ifn_gamma",1,0.456543456543457,FALSE
"pb_intermediate_monocyte_ifn_alpha","pb_intermediate_monocyte_ifn_gamma",1,0.486513486513486,FALSE
"pb_isg_cd14_monocyte_ifn_alpha","pb_isg_cd14_monocyte_ifn_gamma",1,0.488511488511489,FALSE
"pb_isg_cd14_monocyte_il2_stat5","pb_core_cd14_monocyte_il2_stat5",1,0.312687312687313,FALSE
"pb_isg_cd14_monocyte_il6_jak_stat3","pb_core_cd14_monocyte_il6_jak_stat3",1,0.241258741258741,FALSE
"pb_isg_memory_cd4_t_cell_ifn_alpha","pb_isg_memory_cd4_t_cell_ifn_gamma",1,0.486013986013986,FALSE
"pb_klrb1_memory_cd4_treg_ifn_gamma","pb_klrb1_memory_cd4_treg_ifn_alpha",1,0.495504495504495,FALSE
"pb_klrf1_gzmb_cd27_em_cd8_t_cell_ifn_alpha","pb_klrf1_gzmb_cd27_em_cd8_t_cell_ifn_gamma",1,0.473026973026973,FALSE
"pb_memory_cd4_treg_ifn_alpha","pb_memory_cd4_treg_ifn_gamma",1,0.485514485514485,FALSE
"pb_naive_cd4_treg_ifn_alpha","pb_naive_cd4_treg_ifn_gamma",1,0.494505494505495,FALSE
"pb_pdc_ifn_gamma","pb_pdc_ifn_alpha",1,0.486513486513487,FALSE
"wb_e2f_targets","wb_g2_m_checkpoint",1,0.48951048951049,FALSE
"l2_effector_b_cell_alr","l2_memory_b_cell_alr",1,0.494505494505494,FALSE
"l2_asdc_alr","l3_asdc",1,0.496503496503497,FALSE
"l2_cd56bright_nk_cell_alr","l3_cd56bright_nk_cell",1,0.425574425574426,FALSE
"l2_dn_t_cell_alr","l3_dn_t_cell",1,0.403596403596404,FALSE
"l2_proliferating_t_cell_alr","l3_proliferating_t_cell",1,0.310689310689311,FALSE
"l3_sox4_vd1_gdt_alr","l3_naive_vd1_gdt_alr",1,0.46953046953047,FALSE
"l1_ilc_alr","l3_ilc",1,0.486513486513487,FALSE
"l1_progenitor_cell_alr","l2_progenitor_cell",1,0.485514485514486,FALSE
"pb_core_naive_cd4_t_cell_il6_jak_stat3","pb_core_naive_cd4_t_cell_inflammatory",0.999000999000999,0.45097156364762,FALSE
"pb_isg_cd14_monocyte_inflammatory","pb_core_cd14_monocyte_inflammatory",0.999000999000999,0.346090529189121,FALSE
"pb_transitional_b_cell_ifn_alpha","pb_transitional_b_cell_ifn_gamma",0.999000999000999,0.31801297294255,FALSE
"wb_estrogen_response_late","wb_estrogen_response_early",0.999000999000999,0.477508407085872,FALSE
"l3_sox4_naive_cd8_t_cell_alr","l3_sox4_naive_cd4_t_cell_alr",0.999000999000999,0.0309971718422423,FALSE
"wb_interferon_gamma_response","wb_interferon_alpha_response",0.998001998001998,0.332414064808431,FALSE
"l3_klrf1_gzmb_cd27_memory_cd4_t_cell_alr","cmv",0.998001998001998,0,FALSE
"l2_treg_alr","l2_memory_cd4_t_cell_alr",0.997002997002997,0.489326526036145,FALSE
"pb_pdc_il6_jak_stat3","pb_pdc_il2_stat5",0.996003996003996,0.451281113252944,FALSE
"bc_wbc","bc_monocyte_count",0.995004995004995,0.331257644563009,FALSE
"pb_core_naive_cd8_t_cell_tnfa_nfkb","pb_core_naive_cd4_t_cell_tnfa_nfkb",0.995004995004995,0.44169459074718,FALSE
"pb_core_naive_cd4_t_cell_ifn_gamma","pb_core_naive_cd8_t_cell_ifn_gamma",0.991008991008991,0.473862660734958,FALSE
"l3_isg_cd16_monocyte_alr","l3_isg_cd14_monocyte_alr",0.99000999000999,0.411521186288726,FALSE
"l1_dc_alr","l1_monocyte_alr",0.987012987012987,0.442229979351946,FALSE
"wb_mitotic_spindle","wb_g2_m_checkpoint",0.985014985014985,0.186536397834941,FALSE
"bc_red_blood_cell_count","bc_hematocrit",0.984015984015984,0.249703387498242,FALSE
"pb_core_naive_cd4_t_cell_ifn_alpha","pb_core_naive_cd8_t_cell_ifn_alpha",0.981018981018981,0.469760473412171,FALSE
"bc_neutrophil_count","bc_monocyte_count",0.981018981018981,0.305584359301527,FALSE
"pb_core_memory_b_cell_ifn_alpha","pb_core_memory_b_cell_ifn_gamma",0.981018981018981,0.352503079014941,FALSE
"pb_gzmb_cd27_em_cd4_t_cell_ifn_alpha","pb_cm_cd4_t_cell_ifn_alpha",0.976023976023976,0.195620879196879,FALSE
"chem_calcium","chem_albumin",0.975024975024975,0.465261969661183,FALSE
"pb_core_naive_cd8_t_cell_ifn_alpha","pb_core_naive_cd8_t_cell_ifn_gamma",0.97002997002997,0.488814294685306,FALSE
"pb_gzmb_cd27_em_cd4_t_cell_ifn_gamma","pb_gzmb_cd27_em_cd4_t_cell_ifn_alpha",0.96003996003996,0.358876405650479,FALSE
"IL7","VEGFA",0.959040959040959,0.455991672361584,FALSE
"l2_cd56bright_nk_cell_alr","l1_nk_cell_alr",0.958041958041958,0.294741784273688,FALSE
"l3_isg_cdc2_alr","l3_isg_cd14_monocyte_alr",0.955044955044955,0.0690331296242877,FALSE
"l2_proliferating_t_cell_alr","l2_memory_cd8_t_cell_alr",0.954045954045954,0.195979061997655,FALSE
"pb_core_naive_cd8_t_cell_il2_stat5","pb_core_naive_cd4_t_cell_il2_stat5",0.951048951048951,0.398950727124416,FALSE
"wb_uv_response_dn","wb_epithelial_mesenchymal_transition",0.949050949050949,0.161329149305132,FALSE
"pb_gzmb_cd27_em_cd4_t_cell_il2_stat5","pb_cm_cd4_t_cell_il2_stat5",0.948051948051948,0.219213039907038,FALSE
"wb_protein_secretion","wb_hypoxia",0.946053946053946,0.261119444084545,FALSE
"l3_transitional_b_cell","l2_memory_b_cell_alr",0.942057942057942,0.144998633675924,FALSE
"lip_cholesterol_hdl","lip_triglycerides",0.94005994005994,0.440091734484541,FALSE
"pb_cd14_cdc2_inflammatory","pb_cd14_cdc2_tnfa_nfkb",0.939060939060939,0.209601227154029,FALSE
"pb_cd14_cdc2_tnfa_nfkb","pb_hla_drhi_cdc2_tnfa_nfkb",0.935064935064935,0.395405442958974,FALSE
"pb_gzmb_cd27_em_cd4_t_cell_tnfa_nfkb","pb_cm_cd4_t_cell_tnfa_nfkb",0.932067932067932,0.213086187512146,FALSE
"pb_gzmk_cd56dim_nk_cell_il2_stat5","pb_gzmk_cd56dim_nk_cell_ifn_gamma",0.929070929070929,0.404617585823463,FALSE
"pb_core_memory_b_cell_tnfa_nfkb","pb_core_naive_b_cell_tnfa_nfkb",0.926073926073926,0.418640892196092,FALSE
"l3_type_2_polarized_memory_b_cell_alr","l3_cd95_memory_b_cell_alr",0.926073926073926,0.445820457013957,FALSE
"chem_protein","chem_globin",0.925074925074925,0.40518463619167,FALSE
"CXCL9","CXCL10",0.922077922077922,0.427073250942335,FALSE
"l3_proliferating_nk_cell","l2_proliferating_nk_cell_alr",0.921078921078921,0.498657613248359,FALSE
"l3_isg_memory_cd4_t_cell_alr","l3_isg_cd14_monocyte_alr",0.92007992007992,0.263052834388897,FALSE
"pb_core_memory_b_cell_il6_jak_stat3","pb_core_memory_b_cell_il2_stat5",0.918081918081918,0.220689492469291,FALSE
"bc_red_blood_cell_count","bc_rdw",0.914085914085914,0.206155555657894,FALSE
"lip_cholesterol_total","lip_cholesterol_hdl",0.914085914085914,0.359072808010838,FALSE
"pb_gzmk_cd56dim_nk_cell_il2_stat5","pb_gzmk_cd56dim_nk_cell_inflammatory",0.91008991008991,0.490839406519464,FALSE
"pb_klrf1_gzmb_cd27_em_cd8_t_cell_tnfa_nfkb","pb_gzmk_cd56dim_nk_cell_tnfa_nfkb",0.91008991008991,0.312830529413419,FALSE
"l3_klrf1_effector_vd1_gdt_alr","l3_klrf1_effector_vd1_gdt_alt_alr",0.909090909090909,0.327700668089107,FALSE
"pb_core_naive_cd4_t_cell_ifn_alpha","pb_core_naive_cd4_t_cell_ifn_gamma",0.899100899100899,0.424034329336071,FALSE
"l3_pdc","l1_dc_alr",0.895104895104895,0.150525980594454,FALSE
"pb_cm_cd8_t_cell_tnfa_nfkb","pb_gzmk_vd2_gdt_tnfa_nfkb",0.894105894105894,0.443355140544008,FALSE
"LEP","sex",0.893106893106893,0,FALSE
"wb_apical_junction","wb_epithelial_mesenchymal_transition",0.892107892107892,0.388830229800522,FALSE
"bc_lymphocyte_count","l1_monocyte_alr",0.889110889110889,0.291168657618587,FALSE
"wb_inflammatory_response","wb_kras_signaling_up",0.886113886113886,0.430081448883834,FALSE
"pb_transitional_b_cell_tnfa_nfkb","pb_core_naive_b_cell_tnfa_nfkb",0.886113886113886,0.108497564935848,FALSE
"pb_core_naive_b_cell_inflammatory","pb_core_naive_b_cell_il6_jak_stat3",0.882117882117882,0.499649526623459,FALSE
"chem_creatinine","sex",0.881118881118881,0,FALSE
"wb_dna_repair","wb_myc_targets_v1",0.877122877122877,0.257308855995893,FALSE
"pb_intermediate_monocyte_tnfa_nfkb","pb_core_cd14_monocyte_tnfa_nfkb",0.874125874125874,0.187230427588102,FALSE
"l3_intermediate_monocyte","l1_monocyte_alr",0.871128871128871,0.0805123179173119,FALSE
"pb_intermediate_monocyte_il2_stat5","pb_core_cd14_monocyte_il2_stat5",0.864135864135864,0.0256274700787805,FALSE
"l3_proliferating_nk_cell","l1_nk_cell_alr",0.863136863136863,0.261211395235417,FALSE
"pb_gzmk_cd56dim_nk_cell_il6_jak_stat3","pb_gzmk_cd56dim_nk_cell_inflammatory",0.862137862137862,0.375633726395697,FALSE
"l2_intermediate_monocyte_alr","l2_cd16_monocyte_alr",0.862137862137862,0.0761038369482816,FALSE
"HAVCR2","TNFRSF1B",0.859140859140859,0.352872783136594,FALSE
"wb_cholesterol_homeostasis","wb_apoptosis",0.858141858141858,0.247011012788633,FALSE
"bc_monocyte_count","l1_monocyte_alr",0.853146853146853,0.354115781931455,FALSE
"pb_core_cd16_monocyte_inflammatory","pb_core_cd16_monocyte_tnfa_nfkb",0.853146853146853,0.173291056431594,FALSE
"TNFRSF1A","TNFRSF1B",0.852147852147852,0.453421950163374,FALSE
"wb_complement","wb_coagulation",0.846153846153846,0.382596924639421,FALSE
"l3_isg_naive_cd8_t_cell_alr","l3_isg_naive_cd4_t_cell_alr",0.842157842157842,0.0293150820531718,FALSE
"pb_klrf1_gzmb_cd27_em_cd8_t_cell_il2_stat5","pb_klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory",0.841158841158841,0.381680636965634,FALSE
"pb_core_memory_b_cell_ifn_gamma","pb_core_naive_b_cell_ifn_gamma",0.84015984015984,0.287536078195925,FALSE
"bc_wbc","bc_lymphocyte_count",0.839160839160839,0.234220345689075,FALSE
"l3_gzmk_cd56dim_nk_cell_alr","l1_nk_cell_alr",0.835164835164835,0.304080221965059,FALSE
"l2_naive_cd8_t_cell_alr","l3_sox4_naive_cd4_t_cell_alr",0.832167832167832,0.135868399305686,FALSE
"LAG3","GZMA",0.831168831168831,0.445793278655355,FALSE
"age_group","GDF15",0.824175824175824,1,FALSE
"GDF15","age_group",0.824175824175824,0,FALSE
"pb_cd8_mait_tnfa_nfkb","pb_gzmk_cd56dim_nk_cell_tnfa_nfkb",0.821178821178821,0.407687915724266,FALSE
"pb_gzmk_cd56dim_nk_cell_tnfa_nfkb","pb_cd8_mait_tnfa_nfkb",0.821178821178821,0.592312084275734,FALSE
"bc_mpv","bc_platelet_count",0.812187812187812,0.522248155094262,FALSE
"bc_platelet_count","bc_mpv",0.812187812187812,0.477751844905738,FALSE
"pb_hla_drhi_cdc2_inflammatory","pb_hla_drhi_cdc2_tnfa_nfkb",0.806193806193806,0.294061762636089,FALSE
"pb_hla_drhi_cdc2_tnfa_nfkb","pb_hla_drhi_cdc2_inflammatory",0.806193806193806,0.705938237363911,FALSE
