from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
l3_naive_cd4_treg_alr,l2_memory_cd4_t_cell_alr,0.97,0.824742268041237,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of naive CD4 regulatory T cell (Treg) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of memory CD4 T cell among PBMCs.)
l3_proliferating_t_cell,l3_gzmb_cd27_em_cd4_t_cell_alr,0.97,0.927835051546392,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of proliferating T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.)
l2_pdc_alr,l1_platelet_alr,0.97,0.917525773195876,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of plasmacytoid dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of platelet among PBMCs.)
l3_gzmb_cd27_em_cd4_t_cell_alr,l2_mait_alr,0.97,0.865979381443299,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of MAIT cell among PBMCs.)
l3_gzmb_cd27_em_cd4_t_cell_alt_alr,l3_klrf1_gzmb_cd27_em_cd8_t_cell_alr,0.97,0.969072164948454,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell among PBMCs.)
l3_gzmk_cd27_em_cd8_t_cell_alt_alr,l3_gzmb_cd27_em_cd4_t_cell_alt_alr,0.97,0.896907216494845,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme K+ CD27+ effector memory CD8 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.)
l3_gzmk_memory_cd4_treg_alr,l3_klrb1_memory_cd4_treg_alr,0.97,0.582474226804124,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme K+ memory CD4 regulatory T cell (Treg) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of KLRB1+ memory CD4 regulatory T cell (Treg) among PBMCs.)
l1_dc_alr,l2_ilc,0.97,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of dendritic cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of innate lymphoid cell (ILC) among PBMCs.)
l2_cd16_monocyte_alr,l3_intermediate_monocyte,0.96,0.96875,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of CD16 monocyte among PBMCs.) AND (Relative abundance / frequency (untransformed) of intermediate monocyte among PBMCs.)
cmv,l3_adaptive_nk_cell_alr,0.96,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Cytomegalovirus serostatus -- prior CMV infection profoundly reshapes the T/NK cell repertoire, common covariate in immune-aging studies.) AND (Additive-log-ratio (alr) transformed relative abundance of adaptive (memory-like) NK cell among PBMCs.)"
l2_memory_cd8_t_cell_alr,l2_gdt_alr,0.96,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of memory CD8 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of gamma-delta T cell among PBMCs.)
l3_isg_cdc2_alr,l3_isg_cd56dim_nk_cell_alr,0.96,0.729166666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) conventional dendritic cell 2 (cDC2) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) CD56dim NK cell among PBMCs.)
l1_dc_alr,l1_platelet_alr,0.96,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of platelet among PBMCs.)
l3_pdc,l1_erythrocyte_alr,0.95,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of plasmacytoid dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of erythrocyte (red blood cell) among PBMCs.)
l2_memory_b_cell_alr,l3_baeomap_cell,0.95,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of memory B cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of [unrecognized marker/subset code -- verify against Azimuth PBMC L3 reference] cell among PBMCs.)
l3_klrf1_gzmb_cd27_memory_cd4_t_cell_alr,l2_memory_cd4_t_cell_alr,0.95,0.631578947368421,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of KLRF1+ Granzyme B+ CD27+ memory CD4 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of memory CD4 T cell among PBMCs.)
l2_pdc_alr,l1_erythrocyte_alr,0.94,0.978723404255319,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of plasmacytoid dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of erythrocyte (red blood cell) among PBMCs.)
l3_cd8aa,l3_naive_cd4_treg_alr,0.94,0.882978723404255,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of CD8aa among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of naive CD4 regulatory T cell (Treg) among PBMCs.)
l3_gzmk_memory_cd4_treg_alr,l3_sox4_vd1_gdt_alr,0.94,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme K+ memory CD4 regulatory T cell (Treg) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of SOX4+ (recent thymic emigrant marker) Vδ1 gamma-delta T cell among PBMCs.)
l1_dc_alr,l2_platelet,0.94,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of dendritic cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of platelet among PBMCs.)
l3_asdc,l1_erythrocyte_alr,0.93,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of AXL+/SIGLEC6+ dendritic cell (ASDC) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of erythrocyte (red blood cell) among PBMCs.)
l3_pdc,l1_platelet_alr,0.93,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of plasmacytoid dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of platelet among PBMCs.)
l3_platelet,l3_gzmb_cd27_em_cd4_t_cell_alr,0.93,0.741935483870968,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of platelet among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.)
sex,l3_early_memory_b_cell_alr,0.92,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (Additive-log-ratio (alr) transformed relative abundance of early-stage memory B cell among PBMCs.)
l3_pdc,l1_ilc_alr,0.92,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of plasmacytoid dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of innate lymphoid cell (ILC) among PBMCs.)
l3_asdc,l1_ilc_alr,0.91,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of AXL+/SIGLEC6+ dendritic cell (ASDC) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of innate lymphoid cell (ILC) among PBMCs.)
l2_pdc_alr,l1_ilc_alr,0.91,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of plasmacytoid dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of innate lymphoid cell (ILC) among PBMCs.)
l3_isg_memory_cd8_t_cell_alr,l3_naive_vd1_gdt_alr,0.91,0.89010989010989,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) memory CD8 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of naive Vδ1 gamma-delta T cell among PBMCs.)
l1_dc_alr,l1_ilc_alr,0.91,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of dendritic cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of innate lymphoid cell (ILC) among PBMCs.)
l3_proliferating_t_cell,l3_dn_t_cell,0.91,0.901098901098901,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of proliferating T cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of double-negative T cell among PBMCs.)
l2_cd56bright_nk_cell_alr,l2_proliferating_nk_cell_alr,0.91,0.802197802197802,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of CD56bright NK cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of proliferating NK cell among PBMCs.)
l2_gdt_alr,l2_cd8aa_alr,0.91,0.923076923076923,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of gamma-delta T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of CD8aa among PBMCs.)
l3_gzmb_cd27_em_cd4_t_cell_alt_alr,l3_intermediate_monocyte,0.91,0.934065934065934,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of intermediate monocyte among PBMCs.)
l2_progenitor_cell,l1_dc_alr,0.9,0.988888888888889,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of progenitor (stem/precursor) cell cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of dendritic cell among PBMCs.)
l2_cd16_monocyte_alr,l3_c1q_cd16_monocyte_alr,0.9,0.733333333333333,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of CD16 monocyte among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of C1Q+ CD16 monocyte among PBMCs.)
l3_early_memory_b_cell_alr,l3_gzmb_vd2_gdt_alr,0.9,0.922222222222222,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of early-stage memory B cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ Vδ2 gamma-delta T cell among PBMCs.)
l3_asdc,l1_platelet_alr,0.89,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of AXL+/SIGLEC6+ dendritic cell (ASDC) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of platelet among PBMCs.)
l2_gdt_alr,l3_naive_vd1_gdt_alr,0.89,0.853932584269663,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of gamma-delta T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of naive Vδ1 gamma-delta T cell among PBMCs.)
l1_nk_cell_alr,l2_proliferating_nk_cell_alr,0.89,0.842696629213483,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of NK cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of proliferating NK cell among PBMCs.)
l1_b_cell_alr,l1_progenitor_cell_alr,0.88,0.920454545454545,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of B cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of progenitor (stem/precursor) cell cell among PBMCs.)
l3_plasma_cell,l3_isg_naive_cd8_t_cell_alr,0.88,0.954545454545454,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of plasma cell cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) naive CD8 T cell among PBMCs.)
l3_klrf1_effector_vd1_gdt_alt_alr,l3_dn_t_cell,0.88,0.715909090909091,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of KLRF1+ effector Vδ1 gamma-delta T cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of double-negative T cell among PBMCs.)
l3_gzmb_cd27_em_cd4_t_cell_alt_alr,l3_cd14_cdc2_alr,0.88,0.818181818181818,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of CD14 conventional dendritic cell 2 (cDC2) among PBMCs.)
l3_intermediate_monocyte,l3_il1b_cd14_monocyte_alr,0.88,0.784090909090909,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of intermediate monocyte among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of IL1B+ CD14 monocyte among PBMCs.)
