from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
transitional_b_cell_il6_jak_stat3,isg_memory_cd4_t_cell_ifn_gamma,0.99,0.646464646464647,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within transitional B cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within ISG-high (interferon-stimulated-gene-high) memory CD4 T cell (peripheral blood).)
cm_cd8_t_cell_il2_stat5,cm_cd8_t_cell_tnfa_nfkb,0.99,0.656565656565657,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within central memory CD8 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within central memory CD8 T cell (peripheral blood).)
klrb1_memory_cd4_treg_tnfa_nfkb,klrb1_memory_cd4_treg_il2_stat5,0.99,0.868686868686869,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).)
klrb1_memory_cd4_treg_tnfa_nfkb,klrb1_memory_cd4_treg_inflammatory,0.99,0.95959595959596,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for inflammatory response within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).)
cm_cd4_t_cell_tnfa_nfkb,core_naive_cd4_t_cell_tnfa_nfkb,0.98,0.948979591836735,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within naive CD4 T cell (peripheral blood).)
cm_cd4_t_cell_inflammatory,memory_cd4_treg_inflammatory,0.98,0.979591836734694,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within memory CD4 regulatory T cell (Treg) (peripheral blood).)
core_naive_b_cell_tnfa_nfkb,core_memory_b_cell_tnfa_nfkb,0.98,0.979591836734694,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within naive B cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within memory B cell (peripheral blood).)
gzmk_cd56dim_nk_cell_tnfa_nfkb,klrf1_gzmb_cd27_em_cd8_t_cell_tnfa_nfkb,0.98,0.969387755102041,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell (peripheral blood).)
core_cd16_monocyte_ifn_gamma,core_cd16_monocyte_inflammatory,0.98,0.683673469387755,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within CD16 monocyte (peripheral blood).) AND (Pathway activity score for inflammatory response within CD16 monocyte (peripheral blood).)
intermediate_monocyte_il2_stat5,intermediate_monocyte_il6_jak_stat3,0.98,0.581632653061224,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within intermediate monocyte (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within intermediate monocyte (peripheral blood).)
hla_drhi_cdc2_ifn_alpha,pdc_ifn_alpha,0.98,0.897959183673469,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).) AND (Pathway activity score for interferon alpha response within plasmacytoid dendritic cell (peripheral blood).)
core_naive_cd8_t_cell_inflammatory,core_naive_b_cell_inflammatory,0.97,0.824742268041237,True,inconclusive,0.2,no_directional_evidence,"The INDRA causal graph contains zero statements in either direction between naive CD8 T cell inflammatory and naive B cell inflammatory pathways. The single PubMed abstract (PMID 41277843) discusses inflammation scores in T cells and B-cell related modules in HIV LTNPs, but does not establish any causal or directional relationship between naive CD8 T cell inflammatory activity and naive B cell inflammatory activity. Without directional evidence from either source, the proposed edge cannot be validated.",,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within naive CD8 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within naive B cell (peripheral blood).)
core_naive_cd4_t_cell_il6_jak_stat3,core_naive_cd4_t_cell_tnfa_nfkb,0.97,0.948453608247423,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within naive CD4 T cell (peripheral blood).)
gzmk_vd2_gdt_il2_stat5,gzmk_vd2_gdt_il6_jak_stat3,0.97,0.835051546391753,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within Granzyme K+ Vδ2 gamma-delta T cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within Granzyme K+ Vδ2 gamma-delta T cell (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_ifn_gamma,gzmb_cd27_em_cd4_t_cell_inflammatory,0.97,0.793814432989691,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_il2_stat5,gzmb_cd27_em_cd4_t_cell_tnfa_nfkb,0.97,0.65979381443299,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
core_naive_cd8_t_cell_ifn_gamma,core_naive_cd8_t_cell_il2_stat5,0.97,0.989690721649485,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within naive CD8 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within naive CD8 T cell (peripheral blood).)
core_naive_cd4_t_cell_ifn_gamma,core_naive_cd4_t_cell_il6_jak_stat3,0.97,0.814432989690722,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within naive CD4 T cell (peripheral blood).)
core_naive_cd4_t_cell_inflammatory,core_naive_cd4_t_cell_il2_stat5,0.97,0.701030927835052,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within naive CD4 T cell (peripheral blood).)
transitional_b_cell_ifn_gamma,core_naive_b_cell_ifn_alpha,0.97,0.54639175257732,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within transitional B cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within naive B cell (peripheral blood).)
memory_cd4_treg_il2_stat5,memory_cd4_treg_il6_jak_stat3,0.97,0.731958762886598,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within memory CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within memory CD4 regulatory T cell (Treg) (peripheral blood).)
memory_cd4_treg_il2_stat5,isg_memory_cd4_t_cell_il2_stat5,0.97,0.938144329896907,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within memory CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within ISG-high (interferon-stimulated-gene-high) memory CD4 T cell (peripheral blood).)
core_cd16_monocyte_ifn_gamma,core_cd16_monocyte_il6_jak_stat3,0.97,0.804123711340206,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within CD16 monocyte (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within CD16 monocyte (peripheral blood).)
cd8_mait_ifn_gamma,cd8_mait_inflammatory,0.97,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within CD8 MAIT cell (peripheral blood).) AND (Pathway activity score for inflammatory response within CD8 MAIT cell (peripheral blood).)
intermediate_monocyte_inflammatory,intermediate_monocyte_il6_jak_stat3,0.97,0.907216494845361,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within intermediate monocyte (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within intermediate monocyte (peripheral blood).)
gzmk_vd2_gdt_tnfa_nfkb,cd8_mait_tnfa_nfkb,0.97,0.680412371134021,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme K+ Vδ2 gamma-delta T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within CD8 MAIT cell (peripheral blood).)
isg_memory_cd4_t_cell_il2_stat5,isg_memory_cd4_t_cell_ifn_gamma,0.97,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within ISG-high (interferon-stimulated-gene-high) memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within ISG-high (interferon-stimulated-gene-high) memory CD4 T cell (peripheral blood).)
cm_cd4_t_cell_il6_jak_stat3,cm_cd4_t_cell_ifn_gamma,0.96,0.84375,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within central memory CD4 T cell (peripheral blood).)
gzmk_cd56dim_nk_cell_ifn_alpha,cd14_cdc2_ifn_alpha,0.96,0.583333333333333,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within CD14 conventional dendritic cell 2 (cDC2) (peripheral blood).)
pdc_ifn_alpha,cd56bright_nk_cell_ifn_alpha,0.96,0.96875,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within plasmacytoid dendritic cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within CD56bright NK cell (peripheral blood).)
core_naive_b_cell_il2_stat5,core_naive_b_cell_ifn_gamma,0.96,0.604166666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within naive B cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within naive B cell (peripheral blood).)
core_cd14_monocyte_il6_jak_stat3,core_cd14_monocyte_inflammatory,0.96,0.541666666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within CD14 monocyte (peripheral blood).) AND (Pathway activity score for inflammatory response within CD14 monocyte (peripheral blood).)
gzmk_cd56dim_nk_cell_il6_jak_stat3,cd8_mait_il6_jak_stat3,0.96,0.645833333333333,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within CD8 MAIT cell (peripheral blood).)
klrb1_memory_cd4_treg_il6_jak_stat3,isg_memory_cd4_t_cell_ifn_alpha,0.96,0.614583333333333,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within KLRB1+ memory CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for interferon alpha response within ISG-high (interferon-stimulated-gene-high) memory CD4 T cell (peripheral blood).)
klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory,klrf1_gzmb_cd27_em_cd8_t_cell_il6_jak_stat3,0.96,0.770833333333333,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell (peripheral blood).)
gzmk_cd56dim_nk_cell_ifn_alpha,klrf1_gzmb_cd27_em_cd8_t_cell_ifn_alpha,0.95,0.984210526315789,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within Granzyme K+ CD56dim NK cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell (peripheral blood).)
isg_cd14_monocyte_ifn_alpha,isg_cd14_monocyte_il2_stat5,0.95,0.589473684210526,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within ISG-high (interferon-stimulated-gene-high) CD14 monocyte (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within ISG-high (interferon-stimulated-gene-high) CD14 monocyte (peripheral blood).)
cm_cd4_t_cell_ifn_gamma,gzmb_cd27_em_cd4_t_cell_ifn_gamma,0.95,0.894736842105263,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon gamma response within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
cm_cd4_t_cell_il2_stat5,memory_cd4_treg_il2_stat5,0.95,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within memory CD4 regulatory T cell (Treg) (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_ifn_alpha,memory_cd4_treg_ifn_alpha,0.95,0.9,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within memory CD4 regulatory T cell (Treg) (peripheral blood).)
core_cd14_monocyte_il2_stat5,core_cd14_monocyte_il6_jak_stat3,0.95,0.778947368421053,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within CD14 monocyte (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within CD14 monocyte (peripheral blood).)
hla_drhi_cdc2_ifn_alpha,cd14_cdc2_ifn_alpha,0.95,0.810526315789474,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).) AND (Pathway activity score for interferon alpha response within CD14 conventional dendritic cell 2 (cDC2) (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_il2_stat5,gzmb_cd27_em_cd4_t_cell_inflammatory,0.94,0.595744680851064,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
core_naive_cd8_t_cell_il2_stat5,naive_cd4_treg_il2_stat5,0.94,0.98936170212766,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within naive CD8 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within naive CD4 regulatory T cell (Treg) (peripheral blood).)
naive_cd4_treg_il2_stat5,naive_cd4_treg_ifn_alpha,0.94,0.723404255319149,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within naive CD4 regulatory T cell (Treg) (peripheral blood).) AND (Pathway activity score for interferon alpha response within naive CD4 regulatory T cell (Treg) (peripheral blood).)
pdc_il2_stat5,pdc_ifn_gamma,0.94,0.851063829787234,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within plasmacytoid dendritic cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within plasmacytoid dendritic cell (peripheral blood).)
core_cd14_monocyte_tnfa_nfkb,core_cd14_monocyte_inflammatory,0.94,0.521276595744681,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within CD14 monocyte (peripheral blood).) AND (Pathway activity score for inflammatory response within CD14 monocyte (peripheral blood).)
cm_cd4_t_cell_ifn_alpha,cd8_mait_ifn_alpha,0.93,0.962365591397849,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within CD8 MAIT cell (peripheral blood).)
core_naive_cd4_t_cell_inflammatory,core_naive_cd8_t_cell_inflammatory,0.93,0.817204301075269,True,inconclusive,0.3,no_directional_evidence,"The PubMed abstract (PMID 41277843) describes coordinated inflammatory response patterns in both CD4+ and CD8+ T cells in LTNPs, showing parallel downregulation/upregulation of inflammatory pathways in both cell types. However, it does not establish a causal or directional relationship where inflammatory response in naive CD4 T cells drives the inflammatory response in naive CD8 T cells. INDRA provides no directional statements in either direction. The evidence suggests correlated changes but lacks mechanistic support for the proposed direction.",41277843,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within naive CD8 T cell (peripheral blood).)
core_memory_b_cell_il2_stat5,core_memory_b_cell_inflammatory,0.93,0.978494623655914,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within memory B cell (peripheral blood).) AND (Pathway activity score for inflammatory response within memory B cell (peripheral blood).)
core_memory_b_cell_tnfa_nfkb,hla_drhi_cdc2_tnfa_nfkb,0.93,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within memory B cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).)
cm_cd8_t_cell_il2_stat5,cm_cd8_t_cell_inflammatory,0.93,0.989247311827957,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within central memory CD8 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within central memory CD8 T cell (peripheral blood).)
cd8_mait_ifn_alpha,gzmk_vd2_gdt_ifn_alpha,0.93,0.946236559139785,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within CD8 MAIT cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within Granzyme K+ Vδ2 gamma-delta T cell (peripheral blood).)
cm_cd4_t_cell_ifn_alpha,core_naive_cd8_t_cell_ifn_alpha,0.93,0.795698924731183,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within naive CD8 T cell (peripheral blood).)
core_naive_b_cell_inflammatory,transitional_b_cell_il2_stat5,0.93,0.612903225806452,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within naive B cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within transitional B cell (peripheral blood).)
core_naive_cd4_t_cell_inflammatory,cm_cd4_t_cell_inflammatory,0.93,0.655913978494624,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within naive CD4 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within central memory CD4 T cell (peripheral blood).)
core_memory_b_cell_il2_stat5,core_memory_b_cell_ifn_gamma,0.93,0.526881720430108,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within memory B cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within memory B cell (peripheral blood).)
core_cd16_monocyte_il2_stat5,core_cd14_monocyte_il2_stat5,0.93,0.537634408602151,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within CD16 monocyte (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within CD14 monocyte (peripheral blood).)
cd8_mait_inflammatory,cd8_mait_il6_jak_stat3,0.93,0.881720430107527,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within CD8 MAIT cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within CD8 MAIT cell (peripheral blood).)
cm_cd4_t_cell_inflammatory,gzmb_cd27_em_cd4_t_cell_tnfa_nfkb,0.92,0.945652173913043,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).)
core_naive_b_cell_tnfa_nfkb,core_naive_b_cell_il2_stat5,0.92,0.989130434782609,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within naive B cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within naive B cell (peripheral blood).)
cm_cd8_t_cell_il6_jak_stat3,gzmk_vd2_gdt_ifn_gamma,0.92,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-6/JAK/STAT3 signaling within central memory CD8 T cell (peripheral blood).) AND (Pathway activity score for interferon gamma response within Granzyme K+ Vδ2 gamma-delta T cell (peripheral blood).)
klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory,cm_cd8_t_cell_inflammatory,0.92,0.945652173913043,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within KLRF1+ Granzyme B+ CD27+ effector memory CD8 T cell (peripheral blood).) AND (Pathway activity score for inflammatory response within central memory CD8 T cell (peripheral blood).)
core_naive_b_cell_il2_stat5,core_memory_b_cell_il2_stat5,0.92,0.891304347826087,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within naive B cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within memory B cell (peripheral blood).)
cm_cd4_t_cell_inflammatory,gzmk_vd2_gdt_tnfa_nfkb,0.91,0.89010989010989,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for inflammatory response within central memory CD4 T cell (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within Granzyme K+ Vδ2 gamma-delta T cell (peripheral blood).)
isg_memory_cd4_t_cell_tnfa_nfkb,isg_memory_cd4_t_cell_il6_jak_stat3,0.91,0.945054945054945,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within ISG-high (interferon-stimulated-gene-high) memory CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-6/JAK/STAT3 signaling within ISG-high (interferon-stimulated-gene-high) memory CD4 T cell (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_ifn_alpha,hla_drhi_cdc2_ifn_alpha,0.9,0.894444444444444,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for interferon alpha response within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for interferon alpha response within HLA-DR-high conventional dendritic cell 2 (cDC2) (peripheral blood).)
gzmb_cd27_em_cd4_t_cell_il2_stat5,cd8_mait_il2_stat5,0.9,0.944444444444444,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for IL-2/STAT5 signaling within Granzyme B+ CD27+ effector memory CD4 T cell (peripheral blood).) AND (Pathway activity score for IL-2/STAT5 signaling within CD8 MAIT cell (peripheral blood).)
core_cd16_monocyte_tnfa_nfkb,core_cd14_monocyte_tnfa_nfkb,0.9,0.7,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Pathway activity score for TNF-alpha/NF-kB signaling within CD16 monocyte (peripheral blood).) AND (Pathway activity score for TNF-alpha/NF-kB signaling within CD14 monocyte (peripheral blood).)
